t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
63.064,0.07172968,-1.16741229,0.773201657,2.2013992,2.27491538,-1.47808303,-0.00995854,-0.00679442,-0.01926421,-0.03036491,-0.02432303,-0.01406247
63.072,0.0716514,-1.16746602,0.773050377,2.20115967,2.2747242,-1.47819354,-0.00960769,-0.00663779,-0.01854849,-0.029508,-0.02346266,-0.01356074
63.08,0.07157601,-1.16751846,0.772904987,2.20092722,2.27454012,-1.47829992,-0.00923634,-0.00647075,-0.01779581,-0.02860139,-0.02255239,-0.01302985
63.088,0.07150359,-1.16756956,0.772765587,2.20070199,2.27436329,-1.47840206,-0.00887199,-0.00630602,-0.01705867,-0.02771056,-0.02165942,-0.0125091
63.096,0.07143402,-1.16761937,0.772631967,2.20048376,2.27419347,-1.47850012,-0.00852246,-0.00614723,-0.01635193,-0.02685406,-0.02080281,-0.01200958
63.104,0.07136719,-1.16766794,0.772503877,2.20027224,2.27403035,-1.47859427,-0.00818773,-0.00599437,-0.0156756,-0.02603189,-0.01998253,-0.01153132
63.112,0.07130298,-1.1677153,0.772381077,2.20006716,2.27387365,-1.47868468,-0.00786781,-0.00584745,-0.01502967,-0.02524404,-0.0191986,-0.0110743
63.12,0.07124127,-1.16776151,0.772263317,2.19986824,2.27372308,-1.47877151,-0.00756269,-0.00570647,-0.01441415,-0.02449052,-0.01845102,-0.01063853
63.128,0.07118194,-1.16780662,0.772150367,2.19967522,2.27357834,-1.47885495,-0.00727238,-0.00557142,-0.01382904,-0.02377132,-0.01773978,-0.01022401
63.136,0.07112487,-1.16785067,0.772041977,2.19948781,2.27343914,-1.47893515,-0.00699688,-0.00544231,-0.01327433,-0.02308645,-0.01706488,-0.00983073
63.144,0.07106995,-1.16789371,0.771937897,2.19930574,2.2733052,-1.4790123,-0.00673619,-0.00531913,-0.01275003,-0.02243591,-0.01642633,-0.0094587
63.152,0.07101705,-1.16793579,0.771837887,2.19912874,2.27317623,-1.47908655,-0.0064903,-0.00520189,-0.01225613,-0.0218197,-0.01582412,-0.00910792
63.16,0.07096606,-1.16797696,0.771741717,2.19895653,2.27305192,-1.47915808,-0.00625922,-0.00509058,-0.01179264,-0.02123781,-0.01525825,-0.00877839
63.168,0.07091686,-1.16801726,0.771649127,2.19878884,2.272932,-1.47922706,-0.00604295,-0.00498521,-0.01135956,-0.02069025,-0.01472873,-0.0084701
63.176,0.07086934,-1.16805674,0.771559877,2.1986254,2.27281616,-1.47929366,-0.00584149,-0.00488577,-0.01095688,-0.02017702,-0.01423556,-0.00818305
63.184,0.07082336,-1.16809544,0.771473737,2.19846592,2.27270413,-1.47935805,-0.00565483,-0.00479227,-0.01058461,-0.01969811,-0.01377873,-0.00791726
63.192,0.07077882,-1.16813343,0.771390447,2.19831014,2.27259561,-1.47942039,-0.00548298,-0.0047047,-0.01024275,-0.01925353,-0.01335824,-0.00767271
63.2,0.07073559,-1.16817074,0.771309767,2.19815777,2.2724903,-1.47948087,-0.00532594,-0.00462307,-0.00993129,-0.01884328,-0.0129741,-0.00744941
63.208,0.07069356,-1.16820741,0.771231467,2.19800855,2.27238792,-1.47953964,-0.0051837,-0.00454738,-0.00965024,-0.01846735,-0.0126263,-0.00724736
63.216,0.07065261,-1.16824351,0.771155287,2.1978622,2.27228818,-1.47959688,-0.00505627,-0.00447762,-0.00939959,-0.01812575,-0.01231485,-0.00706655
63.224,0.07061262,-1.16827907,0.771080987,2.19771845,2.27219079,-1.47965276,-0.00494365,-0.0044138,-0.00917935,-0.01781848,-0.01203974,-0.00690699
63.232,0.07057348,-1.16831415,0.771008337,2.19757702,2.27209545,-1.47970745,-0.00484505,-0.00435551,-0.00898793,-0.01754349,-0.01179903,-0.00676755
63.24,0.0705351,-1.16834876,0.770937177,2.19743776,2.272002,-1.47976105,-0.00474883,-0.00429691,-0.00880203,-0.01727074,-0.01156423,-0.00663161
63.248,0.0704975,-1.16838289,0.770867507,2.19730071,2.27191043,-1.47981355,-0.00465116,-0.00423607,-0.00861394,-0.01699028,-0.01132591,-0.00649368
63.256,0.07046069,-1.16841653,0.770799357,2.19716593,2.27182079,-1.47986494,-0.00455203,-0.00417298,-0.00842366,-0.01670213,-0.01108405,-0.00635376
63.264,0.07042467,-1.16844965,0.770732737,2.19703349,2.2717331,-1.4799152,-0.00445144,-0.00410764,-0.00823118,-0.01640626,-0.01083867,-0.00621185
63.272,0.07038947,-1.16848224,0.770667667,2.19690345,2.27164738,-1.47996432,-0.0043494,-0.00404005,-0.00803651,-0.0161027,-0.01058976,-0.00606794
63.28,0.07035508,-1.16851429,0.770604157,2.19677587,2.27156367,-1.48001228,-0.00424589,-0.00397022,-0.00783965,-0.01579143,-0.01033732,-0.00592204
63.288,0.07032154,-1.16854576,0.770542237,2.19665081,2.271482,-1.48005907,-0.00414093,-0.00389815,-0.00764059,-0.01547246,-0.01008135,-0.00577415
63.296,0.07028883,-1.16857665,0.770481917,2.19652833,2.27140238,-1.48010467,-0.00403451,-0.00382382,-0.00743935,-0.01514579,-0.00982185,-0.00562427
63.304,0.07025699,-1.16860694,0.770423217,2.1964085,2.27132486,-1.48014905,-0.00392664,-0.00374725,-0.00723591,-0.01481141,-0.00955883,-0.0054724
63.312,0.07022601,-1.1686366,0.770366147,2.19629137,2.27124945,-1.48019222,-0.0038173,-0.00366843,-0.00703027,-0.01446932,-0.00929228,-0.00531853
63.32,0.07019592,-1.16866563,0.770310737,2.19617701,2.27117619,-1.48023415,-0.00370651,-0.00358737,-0.00682245,-0.01411954,-0.0090222,-0.00516267
63.328,0.07016671,-1.16869399,0.770256997,2.19606548,2.2711051,-1.48027482,-0.00359427,-0.00350406,-0.00661243,-0.01376205,-0.00874859,-0.00500482
63.336,0.07013841,-1.16872168,0.770204937,2.19595684,2.27103622,-1.48031422,-0.00348056,-0.0034185,-0.00640022,-0.01339686,-0.00847146,-0.00484498
63.344,0.07011103,-1.16874868,0.770154597,2.19585115,2.27096957,-1.48035233,-0.0033654,-0.0033307,-0.00618582,-0.01302396,-0.00819079,-0.00468314
63.352,0.07008457,-1.16877497,0.770105977,2.19574847,2.27090518,-1.48038914,-0.00324877,-0.00324065,-0.00596922,-0.01264336,-0.0079066,-0.00451931
63.36,0.07005905,-1.16880053,0.770059097,2.19564888,2.27084307,-1.48042463,-0.00313069,-0.00314835,-0.00575044,-0.01225506,-0.00761888,-0.0043535
63.368,0.07003448,-1.16882534,0.770013977,2.19555241,2.27078328,-1.48045879,-0.00301116,-0.0030538,-0.00552946,-0.01185905,-0.00732764,-0.00418568
63.376,0.07001087,-1.16884938,0.769970627,2.19545915,2.27072584,-1.4804916,-0.00289016,-0.00295701,-0.00530628,-0.01145534,-0.00703286,-0.00401588
63.384,0.06998824,-1.16887264,0.769929077,2.19536915,2.27067077,-1.48052304,-0.00276806,-0.00285829,-0.00508152,-0.01104518,-0.00673539,-0.00384457
63.392,0.06996657,-1.16889513,0.769889297,2.19528237,2.27061803,-1.48055314,-0.00265154,-0.00276389,-0.00486704,-0.01065317,-0.00645156,-0.00368111
63.4,0.0699458,-1.16891688,0.769851167,2.19519862,2.27056749,-1.48058197,-0.00254322,-0.00267621,-0.0046674,-0.01028879,-0.00618766,-0.00352915
63.408,0.06992586,-1.16893797,0.769814577,2.19511768,2.27051898,-1.48060963,-0.00244308,-0.00259526,-0.00448262,-0.00995203,-0.00594369,-0.00338867
63.416,0.06990668,-1.16895843,0.769779407,2.19503932,2.27047234,-1.48063622,-0.00235113,-0.00252103,-0.00431269,-0.00964291,-0.00571965,-0.00325967
63.424,0.06988822,-1.16897832,0.769745537,2.19496332,2.27042741,-1.48066182,-0.00226737,-0.00245352,-0.0041576,-0.00936142,-0.00551555,-0.00314216
63.432,0.06987038,-1.1689977,0.769712847,2.19488946,2.27038403,-1.48068652,-0.0021918,-0.00239274,-0.00401737,-0.00910756,-0.00533139,-0.00303613
63.44,0.06985313,-1.16901662,0.769681217,2.19481752,2.27034205,-1.48071043,-0.00212441,-0.00233868,-0.00389199,-0.00888133,-0.00516715,-0.00294159
63.448,0.06983637,-1.16903514,0.769650527,2.19474729,2.27030131,-1.48073362,-0.00206521,-0.00229135,-0.00378146,-0.00868274,-0.00502285,-0.00285853
63.456,0.06982006,-1.1690533,0.769620677,2.19467853,2.27026164,-1.48075619,-0.0020142,-0.00225074,-0.00368578,-0.00851177,-0.00489848,-0.00278695
63.464,0.06980412,-1.16907117,0.769591517,2.19461102,2.27022288,-1.48077824,-0.00197137,-0.00221685,-0.00360495,-0.00836844,-0.00479405,-0.00272686
63.472,0.0697885,-1.16908879,0.769562957,2.19454456,2.27018488,-1.48079986,-0.00193673,-0.00218969,-0.00353897,-0.00825273,-0.00470955,-0.00267826
63.48,0.06977311,-1.16910622,0.769534857,2.19447891,2.27014747,-1.48082113,-0.00191028,-0.00216926,-0.00348784,-0.00816466,-0.00464499,-0.00264114
63.488,0.06975791,-1.16912351,0.769507107,2.19441385,2.2701105,-1.48084214,-0.00189202,-0.00215554,-0.00345156,-0.00810422,-0.00460035,-0.0026155
63.496,0.06974282,-1.16914073,0.769479587,2.19434917,2.27007381,-1.480863,-0.00188194,-0.00214855,-0.00343013,-0.00807141,-0.00457565,-0.00260135
63.504,0.06972778,-1.16915791,0.769452187,2.19428463,2.27003724,-1.4808838,-0.00188005,-0.00214829,-0.00342356,-0.00806623,-0.00457089,-0.00259868
63.512,0.06971272,-1.16917512,0.769424777,2.19422003,2.27000063,-1.48090461,-0.00188635,-0.00215475,-0.00343183,-0.00808868,-0.00458606,-0.0026075
63.52,0.06969757,-1.1691924,0.769397237,2.19415514,2.26996381,-1.48092555,-0.00190083,-0.00216794,-0.00345496,-0.00813876,-0.00462116,-0.0026278
63.528,0.06968228,-1.16920982,0.769369457,2.19408974,2.26992663,-1.48094669,-0.00192351,-0.00218784,-0.00349293,-0.00821648,-0.00467619,-0.00265959
63.536,0.06966678,-1.16922743,0.769341307,2.1940236,2.26988894,-1.48096813,-0.00195411,-0.00221427,-0.00354529,-0.00832096,-0.00475054,-0.0027025
63.544,0.06965102,-1.16924525,0.769312727,2.1939566,2.26985062,-1.48098993,-0.00198566,-0.00224145,-0.00359935,-0.00842857,-0.00482718,-0.00274673
63.552,0.06963501,-1.16926329,0.769283737,2.19388877,2.26981172,-1.48101207,-0.002015,-0.0022668,-0.00364942,-0.00852869,-0.00489844,-0.00278787
63.56,0.06961878,-1.16928151,0.769254347,2.19382016,2.26977226,-1.48103453,-0.00204213,-0.00229032,-0.00369548,-0.00862132,-0.00496434,-0.00282592
63.568,0.06960234,-1.16929993,0.769224617,2.19375085,2.2697323,-1.48105728,-0.00206707,-0.00231201,-0.00373753,-0.00870645,-0.00502487,-0.00286088
63.576,0.06958571,-1.1693185,0.769194557,2.19368088,2.26969188,-1.48108029,-0.00208979,-0.00233188,-0.00377559,-0.00878408,-0.00508004,-0.00289274
63.584,0.06956891,-1.16933723,0.769164217,2.19361032,2.26965104,-1.48110355,-0.00211032,-0.00234991,-0.00380964,-0.00885422,-0.00512984,-0.00292152
63.592,0.06955195,-1.1693561,0.769133617,2.19353923,2.26960982,-1.48112703,-0.00212864,-0.00236611,-0.0038397,-0.00891687,-0.00517426,-0.0029472
63.6,0.06953486,-1.16937508,0.769102797,2.19346767,2.26956826,-1.4811507,-0.00214475,-0.00238049,-0.00386575,-0.00897202,-0.00521332,-0.00296979
63.608,0.06951764,-1.16939418,0.769071777,2.1933957,2.26952642,-1.48117454,-0.00215866,-0.00239303,-0.00388779,-0.00901967,-0.00524702,-0.00298929
63.616,0.06950033,-1.16941337,0.769040597,2.19332338,2.26948432,-1.48119852,-0.00217037,-0.00240375,-0.00390584,-0.00905983,-0.00527534,-0.00300569
63.624,0.06948292,-1.16943263,0.769009297,2.19325076,2.26944203,-1.48122262,-0.00217987,-0.00241263,-0.00391988,-0.0090925,-0.0052983,-0.00301901
63.632,0.06946546,-1.16945196,0.768977887,2.19317792,2.26939957,-1.48124682,-0.00218717,-0.00241969,-0.00392992,-0.00911767,-0.00531589,-0.00302923
63.64,0.06944794,-1.16947134,0.768946427,2.1931049,2.26935699,-1.48127108,-0.00219226,-0.00242491,-0.00393596,-0.00913534,-0.00532811,-0.00303636
63.648,0.06943038,-1.16949076,0.768914927,2.19303177,2.26931433,-1.48129539,-0.00219515,-0.00242831,-0.003938,-0.00914552,-0.00533497,-0.0030404
63.656,0.06941282,-1.16951019,0.768883427,2.19295859,2.26927164,-1.48131972,-0.00219584,-0.00242988,-0.00393603,-0.0091482,-0.00533646,-0.00304135
63.664,0.06939526,-1.16952963,0.768851957,2.19288542,2.26922896,-1.48134404,-0.00219432,-0.00242961,-0.00393007,-0.00914339,-0.00533257,-0.00303921
63.672,0.06937772,-1.16954906,0.768820557,2.19281232,2.26918633,-1.48136834,-0.0021906,-0.00242752,-0.0039201,-0.00913109,-0.00532333,-0.00303397
63.68,0.06936021,-1.16956847,0.768789247,2.19273934,2.2691438,-1.48139258,-0.00218467,-0.0024236,-0.00390612,-0.00911128,-0.00530871,-0.00302564
63.688,0.06934277,-1.16958783,0.768758067,2.19266656,2.26910141,-1.48141674,-0.00217658,-0.00241789,-0.00388823,-0.00908414,-0.00528883,-0.00301429
63.696,0.06932539,-1.16960715,0.768727037,2.192594,2.26905918,-1.48144081,-0.00216817,-0.00241195,-0.00386975,-0.00905602,-0.00526816,-0.00300247
63.704,0.06930808,-1.16962643,0.768696147,2.19252165,2.26901711,-1.48146478,-0.00216038,-0.0024066,-0.00385241,-0.00903024,-0.00524902,-0.00299153
63.712,0.06929082,-1.16964566,0.768665397,2.19244951,2.26897519,-1.48148867,-0.00215322,-0.00240185,-0.00383623,-0.00900681,-0.00523141,-0.00298147
63.72,0.06927362,-1.16966486,0.768634767,2.19237754,2.26893341,-1.48151249,-0.0021467,-0.0023977,-0.00382121,-0.00898573,-0.00521535,-0.00297229
63.728,0.06925647,-1.16968402,0.768604257,2.19230573,2.26889174,-1.48153623,-0.00214081,-0.00239414,-0.00380734,-0.008967,-0.00520082,-0.002964
63.736,0.06923937,-1.16970317,0.768573847,2.19223406,2.26885019,-1.48155991,-0.00213554,-0.00239118,-0.00379462,-0.00895062,-0.00518783,-0.00295658
63.744,0.0692223,-1.16972229,0.768543537,2.19216251,2.26880874,-1.48158354,-0.00213091,-0.00238881,-0.00378306,-0.00893659,-0.00517638,-0.00295005
63.752,0.06920527,-1.16974139,0.768513317,2.19209107,2.26876736,-1.48160712,-0.00212691,-0.00238704,-0.00377264,-0.0089249,-0.00516646,-0.00294439
63.76,0.06918827,-1.16976048,0.768483177,2.19201971,2.26872607,-1.48163065,-0.00212354,-0.00238586,-0.00376339,-0.00891557,-0.00515808,-0.00293962
63.768,0.06917129,-1.16977956,0.768453097,2.19194841,2.26868483,-1.48165415,-0.0021208,-0.00238528,-0.00375528,-0.00890859,-0.00515124,-0.00293573
63.776,0.06915434,-1.16979865,0.768423087,2.19187716,2.26864364,-1.48167763,-0.00211869,-0.00238529,-0.00374833,-0.00890395,-0.00514594,-0.00293272
63.784,0.06913739,-1.16981773,0.768393117,2.19180594,2.26860249,-1.48170108,-0.00211721,-0.0023859,-0.00374253,-0.00890167,-0.00514217,-0.00293059
63.792,0.06912046,-1.16983682,0.768363197,2.19173473,2.26856136,-1.48172452,-0.00211636,-0.0023871,-0.00373789,-0.00890173,-0.00513994,-0.00292934
63.8,0.06910353,-1.16985593,0.768333317,2.19166351,2.26852025,-1.48174795,-0.00211614,-0.0023889,-0.0037344,-0.00890414,-0.00513925,-0.00292898
